:START_ID,:TYPE,:END_ID
http://example.org/fda/7366656642825551563,hasRecallReason,Subpotent Drug
http://example.org/fda/1490183212728441718,hasRecallReason,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry
http://example.org/fda/802353277516011323,hasRecallType,Class II
http://example.org/fda/439547629257852353,hasRecallReason,Lack of assurance of sterility
http://example.org/fda/7353425449120722133,hasRecallType,Class III
http://example.org/fda/8885753467179844788,hasRecallReason,"Labeling:Label Mixup; VITAMIN B COMPLEX WITH C/FOLIC ACID, Tablet may be potentially mislabeled as    LEVOTHYROXINE SODIUM, Tablet, 88 mcg, NDC 00378180701, Pedigree: AD73652_10, EXP: 5/30/2014;  HYOSCYAMINE SULFATE ER, Tablet, 0.375 mg, NDC 43199001401, Pedigree: W003576, EXP: 6/24/2014;  MELATONIN, Tablet, 3 mg, NDC 51991001406, Pedigree: AD70655_14, EXP: 5/28/2014;  MELATONIN, Tablet, 3 mg, NDC"
http://example.org/fda/5223673382965262546,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/6820071363974839316,hasRecallReason,Lack of Assurance of Sterility: Media fill with bacterial contamination
http://example.org/fda/5381334668396065514,hasRecallReason,Failed Dissolution Specifications: low test results at the 18 month time-point
http://example.org/fda/412761485132398469,hasRecallType,Class II
http://example.org/fda/6485991236421482748,hasRecallReason,CGMP Deviations: lack of adequate release testing.
http://example.org/fda/2417467768967105799,hasRecallType,Class II
http://example.org/fda/2971079734506505899,hasRecallReason,CGMP Deviations: Intermittent exposure to temperature excursion during storage.
http://example.org/fda/2457401731003850597,hasRecallType,Class II
http://example.org/fda/6142637192711171678,hasRecallReason,Presence of Foreign Substance
http://example.org/fda/4998519183063738309,hasRecallReason,"Subpotent drug: Two lots of Oxycodone and Acetaminophen Capsules, USP 5/500 mg are being recalled due to low out of specification (OOS) assay result obtained at expiry (24 months) for the oxycodone portion of the product."
http://example.org/fda/6135055023904337178,hasRecallReason,"Labeling: Label Mixup; OMEGA-3 FATTY ACID, Capsule, 1000 mg may be potentially mislabeled as    NORTRIPTYLINE HCL, Capsule, 50 mg, NDC 00093081201, Pedigree: AD21790_70, EXP: 5/1/2014."
http://example.org/fda/7132575828604244815,hasRecallType,Class II
http://example.org/fda/5063486099511788002,hasRecallType,Class III
http://example.org/fda/66360009186297031,hasRecallReason,Microbial contamination
http://example.org/fda/5786190066212685328,hasRecallType,Class II
http://example.org/fda/1045597733887960152,hasRecallReason,Lack of Assurance of Sterility; confirmed customer report of a leaking bags and mold found between the outer bag and the overwrap
http://example.org/fda/678697884453403886,hasRecallType,Class I
http://example.org/fda/3446471927468073458,hasRecallType,Class II
http://example.org/fda/2488446281356045331,hasRecallReason,Lack of Assurance of Sterility; media fill failure at manufacturer
http://example.org/fda/2248661098883559703,hasRecallType,Class II
http://example.org/fda/1875568148752541895,hasRecallReason,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes
http://example.org/fda/7306515815272079455,hasRecallReason,Lack of assurance of sterility
http://example.org/fda/8226254148337096749,hasRecallReason,"Marketed Without An Approved NDA/ANDA: FDA laboratory analysis found the product to contain undeclared diclofenac and methocarbamol,"
http://example.org/fda/1102543250002933575,hasRecallType,Class III
http://example.org/fda/7651084864701718490,hasRecallType,Class II
http://example.org/fda/3771838544264333003,hasRecallReason,Lack of assurance of sterility.
http://example.org/fda/4954023695438095648,hasRecallReason,Microbial Contamination of Non-Sterile Products: firm's internal testing found certain lots of the product to be contaminated with Burkholderia contaminans and/or yeast and mold.
http://example.org/fda/4093127647695093331,hasRecallType,Class II
http://example.org/fda/493054932092291667,hasRecallType,Class II
http://example.org/fda/6361442044189741034,hasRecallType,Class II
http://example.org/fda/1096445014040072361,hasRecallReason,"Labeling: Label Mixup; HYOSCYAMINE SULFATE ER Tablet, 0.375 mg may be potentially mislabeled as    SERTRALINE HCL, Tablet, 50 mg, NDC 16714061204, Pedigree: W003575, EXP: 6/24/2014."
http://example.org/fda/2520505044943007248,hasRecallType,Class II
http://example.org/fda/9081064596273475359,hasRecallType,Class II
http://example.org/fda/9012885002082907428,hasRecallReason,"Labeling: Label Mixup; carBAMazepine ER Tablet, 200 mg may be potentially mislabeled as    ACARBOSE, Tablet, 25 mg, NDC 00054014025, Pedigree: AD60272_1, EXP: 5/22/2014."
http://example.org/fda/1768054811115445307,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/1979897119976148954,hasRecallType,Class II
http://example.org/fda/218418596035146660,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/1251626105890658143,hasRecallReason,cGMP Deviations for the manufacturing Firm (Accord Healthcare) after their inspection.
http://example.org/fda/8599071242351272254,hasRecallType,Class II
http://example.org/fda/1272650815514195936,hasRecallReason,CGMP Deviations: Thyroid Powder has inconsistent levels of the active ingredients levothyroxine and liothyronine.
http://example.org/fda/5500308585260750163,hasRecallType,Class II
http://example.org/fda/3104292743355712900,hasRecallReason,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs
http://example.org/fda/5755876587615066622,hasRecallType,Class II
http://example.org/fda/535500938967534586,hasRecallReason,"Labeling: Label Mix-Up: Bayer is recalling all Alka-Seltzer Plus packages, with a green or orange Bayer logo located on the lower left corner of the front of the carton, because the ingredients on the front sticker may not match the actual product in the carton."
http://example.org/fda/4267180201162481758,hasRecallType,Class II
http://example.org/fda/4910558732640097841,hasRecallType,Class II
http://example.org/fda/3904107516312965404,hasRecallReason,Failed Dissolution Specifications:
http://example.org/fda/4308512473708620652,hasRecallReason,CGMP Deviations: products manufactured under conditions which reflect manufacturing processes that were not adequately controlled.
http://example.org/fda/7402034824164743040,hasRecallType,Class I
http://example.org/fda/2430909607703648061,hasRecallReason,"Labeling: Not Elsewhere Classified: Schedule IV controlled substance indicator of CIV being omitted  from the product carton, primary label is correct."
http://example.org/fda/6065238165430783693,hasRecallReason,Lack of Processing Control
http://example.org/fda/4828232917996212801,hasRecallType,Class II
http://example.org/fda/5981827750348432717,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/1911328013464567806,hasRecallType,Class I
http://example.org/fda/3819959402594443542,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/1315141679511226287,hasRecallType,Class II
http://example.org/fda/4440332540343096274,hasRecallReason,cGMP Deviations: Potential product contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).
http://example.org/fda/5900744193658228783,hasRecallReason,Cross contamination with other products.
http://example.org/fda/2643107810326183982,hasRecallType,Class II
http://example.org/fda/978074343469614274,hasRecallReason,Presence of Foreign Substance: The foreign material is primarily comprised of glass mineral wool.
http://example.org/fda/807125466588240142,hasRecallReason,CGMP Deviations: Products were manufactured with contaminated excipient that was recalled from the excipient supplier.
http://example.org/fda/9138474149610599268,hasRecallReason,Failed Dissolution Specifications
http://example.org/fda/2074380231606225639,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/1723451817026207674,hasRecallReason,Cross Contamination with another product:residual powder found in inlet air duct identified as sorafenib
http://example.org/fda/6577671950966881216,hasRecallType,Class II
http://example.org/fda/3070072058419991737,hasRecallType,Class II
http://example.org/fda/1204053272162117707,hasRecallType,Class II
http://example.org/fda/5425169482696214973,hasRecallReason,"Presence of Precipitate; white substance confirmed as Guaifenesin, an active ingredient was observed in some bottles.  If the product is shaken or warmed the white particles goes into the solution."
http://example.org/fda/7552117853905955634,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/5676131448971395090,hasRecallReason,Failed Stability Specifications: Product exceeds compendia and firm's specifications for iron content.
http://example.org/fda/4717151341814130386,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/569709651612491444,hasRecallType,Class II
http://example.org/fda/784411093478047629,hasRecallType,Class II
http://example.org/fda/7184603922938632485,hasRecallType,Class II
http://example.org/fda/8719443964613560659,hasRecallReason,Lack of Assurance of Sterility; All lots of sterile products compounded by the pharmacy within expiry are subject to this recall. This recall is initiated due to concerns associated with quality control procedures observed during a recent FDA inspection.
http://example.org/fda/3144607871300739461,hasRecallReason,Microbial contamination
http://example.org/fda/7898922859350630757,hasRecallReason,Failed Dissolution Specifications: high out of specification results for dissolution when measuring the amount of drug released at certain time points.
http://example.org/fda/4851856758084143460,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/901679399558518357,hasRecallType,Class II
http://example.org/fda/8376932507743173970,hasRecallType,Class II
http://example.org/fda/6121598793798201419,hasRecallReason,CGMP Deviations: Active pharmaceutical ingredient was sourced from an unapproved vendor
http://example.org/fda/6915699957444766852,hasRecallReason,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility
http://example.org/fda/9122297284803826350,hasRecallReason,Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.
http://example.org/fda/1939894870249384041,hasRecallType,Class II
http://example.org/fda/2220534005407539014,hasRecallReason,Failed Impurities/Degradation Specifications
http://example.org/fda/2779807000609768061,hasRecallType,Class II
http://example.org/fda/2112507474873126220,hasRecallReason,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.
http://example.org/fda/7810487455928626104,hasRecallReason,Subpotent (Single Ingredient Drug): out-of-specification result for coal tar content assay.
http://example.org/fda/3111877544215018650,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/6577671950966881216,hasRecallReason,CGMP Deviations: products manufactured by contract manufacturer under conditions that could result in possible microbial contamination.
http://example.org/fda/6449620314837304768,hasRecallReason,Labeling: Wrong Bar Code; Bar code scans as 0.15% Potassium Chloride in 0.9% Sodium Chloride (20 mEq K/liter).
http://example.org/fda/1771820347314741383,hasRecallType,Class II
http://example.org/fda/802353277516011323,hasRecallReason,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.
http://example.org/fda/4825262524533875588,hasRecallReason,Lack of sterility assurance
http://example.org/fda/3312214653122391137,hasRecallReason,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility
http://example.org/fda/6942662919773165782,hasRecallReason,Subpotent Drug
http://example.org/fda/5893326288380482547,hasRecallType,Class II
http://example.org/fda/955339659132797166,hasRecallReason,CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.
http://example.org/fda/6058470966368382925,hasRecallReason,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.
http://example.org/fda/4170167411207141712,hasRecallType,Class II
http://example.org/fda/5674271140358429152,hasRecallReason,Labeling: Incorrect or Missing Lot and/or Exp Date - the label contains an incorrect Exp Date.
http://example.org/fda/3410941493983630141,hasRecallReason,Lack of Assurance of Sterility; The firm is recalling all sterile preparations that are within expiry due to deficient practices which may have an impact on sterility assurance.
http://example.org/fda/7292430894180563394,hasRecallReason,Cross Contamination With Other Products: Oral care solutions were manufactured by a third party supplier on equipment shared with non-pharmaceutical products
http://example.org/fda/569709651612491444,hasRecallReason,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.
http://example.org/fda/5210319473007162210,hasRecallType,Class II
http://example.org/fda/961621477717987553,hasRecallType,Class II
http://example.org/fda/8918426301499513668,hasRecallType,Class II
http://example.org/fda/6028148081480805065,hasRecallType,Class II
http://example.org/fda/506949931979825049,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/601280916201586996,hasRecallType,Class II
http://example.org/fda/3982123762646105362,hasRecallReason,Labeling: Incorrect or Missing Package Insert
http://example.org/fda/2171944192554663996,hasRecallReason,Lack of Assurance of Sterility: Due to lack of documentation of proper environmental monitoring during the time in which the medication was produced.
http://example.org/fda/5950012287356101220,hasRecallType,Class I
http://example.org/fda/7358560234442454392,hasRecallReason,"Failed Impurities/Degradation Specifications: Sub-recall because this repackaged product was recalled by the manufacturing firm, Wockhardt, due to out-of-specification results for the Enalapril DiKetopiperazine degradation product."
http://example.org/fda/77044880742775769,hasRecallReason,CGMP Deviations: products manufactured under conditions which reflect manufacturing processes that were not adequately controlled.
http://example.org/fda/3231271667348113452,hasRecallType,Class II
http://example.org/fda/8151484814589467336,hasRecallType,Class II
http://example.org/fda/7437952646629275180,hasRecallType,Class III
http://example.org/fda/245020545821731717,hasRecallReason,cGMP deviations: Temperature abuse
http://example.org/fda/3203142304938622972,hasRecallType,Class III
http://example.org/fda/8309216060679564868,hasRecallType,Class II
http://example.org/fda/1179963588127312615,hasRecallType,Class II
http://example.org/fda/144958799957545750,hasRecallType,Class II
http://example.org/fda/3560040415784043132,hasRecallReason,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.
http://example.org/fda/3736690743238649517,hasRecallType,Class II
http://example.org/fda/5332580006076973578,hasRecallReason,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.
http://example.org/fda/7593616477996465105,hasRecallType,Class II
http://example.org/fda/8096994186035048767,hasRecallType,Class II
http://example.org/fda/4267180201162481758,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/7079629904659284886,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/8591485834352018879,hasRecallReason,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.
http://example.org/fda/7928631525664976303,hasRecallType,Class II
http://example.org/fda/213916844099382172,hasRecallType,Class II
http://example.org/fda/8006955713321384004,hasRecallReason,Lack of Assurance of Sterility; all sterile human compounded drugs within expiry
http://example.org/fda/5994813998653094599,hasRecallReason,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes
http://example.org/fda/3674046587181268177,hasRecallType,Class II
http://example.org/fda/4548303374376805620,hasRecallType,Class II
http://example.org/fda/5718722333286950597,hasRecallReason,CGMP Deviations: product held outside appropriate storage temperature conditions.
http://example.org/fda/245020545821731717,hasRecallType,Class II
http://example.org/fda/822843178695061180,hasRecallReason,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.
http://example.org/fda/865608484984024924,hasRecallType,Class II
http://example.org/fda/8952123424139634772,hasRecallType,Class II
http://example.org/fda/6703769736985405058,hasRecallType,Class II
http://example.org/fda/4841523879702864745,hasRecallType,Class II
http://example.org/fda/7395879652974158428,hasRecallType,Class II
http://example.org/fda/3959948659798033064,hasRecallType,Class I
http://example.org/fda/7417088806130813289,hasRecallReason,Lack of Assurance of Sterility; product has the potential to leak.
http://example.org/fda/1056908010275815781,hasRecallReason,cGMP deviations: Temperature abuse
http://example.org/fda/7448981148540570954,hasRecallType,Class II
http://example.org/fda/4059109629018375519,hasRecallType,Class II
http://example.org/fda/4155065152592579031,hasRecallType,Class II
http://example.org/fda/7593616477996465105,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/4375650157027340260,hasRecallReason,"Labeling: Label Mixup:CYANOCOBALAMIN, Tablet, 500 mcg was mislabled as SEVELAMER CARBONATE, Tablet, 800 mg, NDC 58468013001, Pedigree: W002859, EXP: 6/7/2014.  and may have potentially been mislabeled as one of the following drugs:  VITAMIN B COMPLEX W/C, Tablet, 0, NDC 00536730001, Pedigree: AD52993_7, EXP: 5/20/2014;  CYANOCOBALAMIN, Tablet, 1000 mcg, NDC 00536355601, Pedigree: AD30180_22, EXP:"
http://example.org/fda/7911913443890490842,hasRecallReason,"Defective Delivery System: out of specification results for shear, an attribute related to the adhesive properties of the transdermal patches."
http://example.org/fda/6472191523837515629,hasRecallReason,"Presence of Precipitate; white substance confirmed as Guaifenesin, an active ingredient was observed in some bottles."
http://example.org/fda/2741100406574262343,hasRecallType,Class II
http://example.org/fda/7730603113499093964,hasRecallReason,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.
http://example.org/fda/3119980038927059285,hasRecallType,Class II
http://example.org/fda/2694206862589082587,hasRecallReason,Failed Impurities/Degradation Specification -This recall is being initiated as a precaution due to the presence of an unknown impurity observed during shelf life of the product.
http://example.org/fda/7567765359486034891,hasRecallReason,CGMP DEVIATIONS
http://example.org/fda/6390140328665765837,hasRecallType,Class II
http://example.org/fda/8142661991236998631,hasRecallReason,Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.
http://example.org/fda/9184314195971090633,hasRecallType,Class III
http://example.org/fda/8925976648757933676,hasRecallType,Class III
http://example.org/fda/8934674337478009664,hasRecallType,Class II
http://example.org/fda/8055078509795384668,hasRecallType,Class II
http://example.org/fda/5923870180580026033,hasRecallReason,Presence of Particulate Matter
http://example.org/fda/7735778202937274747,hasRecallReason,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.
http://example.org/fda/6219776552541948343,hasRecallType,Class II
http://example.org/fda/5784823255997998884,hasRecallReason,Failed Impurities/Degradation Specifications: out-of-specification results for individual unknown and total impurity at the 12th month room temperature stability test station
http://example.org/fda/2798856790562113068,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/4601122343221742857,hasRecallType,Class II
http://example.org/fda/3756325261639667478,hasRecallReason,Presence of particulate matter - this recall is due to a recent Hospira recall of vancomyicn hydrochloride 10gm vials due to presence of particulate matter.
http://example.org/fda/3724222658847333314,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/7584218321069905722,hasRecallReason,cGMP Deviations
http://example.org/fda/2464494917872510782,hasRecallType,Class II
http://example.org/fda/2708183172794967995,hasRecallType,Class II
http://example.org/fda/5037510865366524504,hasRecallReason,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility
http://example.org/fda/7181186276996619374,hasRecallReason,Defective Delivery System: Out of Specification (OOS) results for the mechanical peel force (MPF) and and/or the z-statistic values.
http://example.org/fda/5007327090100214488,hasRecallReason,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes
http://example.org/fda/2166196728077041198,hasRecallReason,"Failed Stability Specifications: Out of specification for preservative, benazalkonium chloride."
http://example.org/fda/6779045115039554637,hasRecallType,Class II
http://example.org/fda/548898001590757248,hasRecallReason,"Labeling: Label Mixup; COENZYME Q-10 Capsule, 100 mg may be potentially mislabeled as    ASPIRIN EC, Tablet, 325 mg, NDC 00904201360, Pedigree: AD30180_13, EXP: 5/9/2014;  ASPIRIN, Chew Tablet, 81 mg, NDC 00536329736, Pedigree: AD33897_1, EXP: 5/9/2014;  TACROLIMUS, Capsule, 1 mg, NDC 00781210301, Pedigree: AD37056_1, EXP: 5/10/2014;  METOPROLOL TARTRATE, Tablet, 12.5 mg (1/2 of 25 mg), NDC 576640"
http://example.org/fda/8151149890906561762,hasRecallReason,Subpotent: Out of specification for assay at the 12-month time point.
http://example.org/fda/247127179553936082,hasRecallType,Class II
http://example.org/fda/5657611257221627394,hasRecallType,Class II
http://example.org/fda/684569185537998967,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/2248421706548036,hasRecallReason,Lack of Assurance of Sterility: The firm is recalling sterile compounded drugs within expiry due to lack of assurance of sterility.
http://example.org/fda/6358868119992887589,hasRecallReason,cGMP Deviations; lack of quality assurance.
http://example.org/fda/3560040415784043132,hasRecallType,Class II
http://example.org/fda/3771838544264333003,hasRecallType,Class II
http://example.org/fda/480411883193762179,hasRecallType,Class II
http://example.org/fda/5969931315983264170,hasRecallReason,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.
http://example.org/fda/144723653439079097,hasRecallType,Class I
http://example.org/fda/2390849749745084705,hasRecallType,Class II
http://example.org/fda/8550422134425190541,hasRecallType,Class II
http://example.org/fda/3421464731706914491,hasRecallReason,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.
http://example.org/fda/2411093456480000478,hasRecallType,Class III
http://example.org/fda/4024754069136194330,hasRecallReason,Lack of assurance of sterility.
http://example.org/fda/7365836569047675069,hasRecallReason,Lack of Processing Controls
http://example.org/fda/4538705385324184281,hasRecallType,Class II
http://example.org/fda/5969931315983264170,hasRecallType,Class II
http://example.org/fda/1172494217521998917,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/1310862417664708363,hasRecallType,Class II
http://example.org/fda/6999866521459425431,hasRecallType,Class II
http://example.org/fda/3300757442547937559,hasRecallType,Class I
http://example.org/fda/4762575048112606615,hasRecallReason,Lack of Assurance of Sterility: There are also CGMP Deviations.
http://example.org/fda/3801973635739011813,hasRecallReason,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.
http://example.org/fda/6072312473414204695,hasRecallType,Class II
http://example.org/fda/3847654338540877244,hasRecallType,Class I
http://example.org/fda/7852960911973289513,hasRecallReason,Failed Impurities/Degradation Specifications: An unknown degradation impurity was detected slightly above the specification limit in Clotrimazole Cream USP 1%.
http://example.org/fda/4318404211497386751,hasRecallType,Class II
http://example.org/fda/113406432808017985,hasRecallReason,Some bottles may contain mixed strengths of the product.
http://example.org/fda/7384192574707506022,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/6646779126803047045,hasRecallType,Class II
http://example.org/fda/6181519712976965565,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/2430909607703648061,hasRecallType,Class III
http://example.org/fda/7649651296643174304,hasRecallType,Class III
http://example.org/fda/354073496021671299,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/9000806366982265534,hasRecallReason,Unit Dose Mispackaging; blister cavities may contain more than one tablet /capsule
http://example.org/fda/3060698260435226912,hasRecallReason,Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.
http://example.org/fda/1921637079920383958,hasRecallType,Class II
http://example.org/fda/7093880530978191192,hasRecallReason,Presence of Particulate Matter: Silicone
http://example.org/fda/7695680700153184096,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/6257855946111386300,hasRecallType,Class II
http://example.org/fda/3571207339052060897,hasRecallType,Class II
http://example.org/fda/5528307156123729586,hasRecallType,Class II
http://example.org/fda/5081223102235582558,hasRecallReason,Subpotent Drug:The titratable iodine contained in the Povidone-Iodine prep pads  is below label claim of 0.85%.
http://example.org/fda/6566674024284106046,hasRecallReason,"Labeling: Label Mixup: PHENYTOIN SODIUM ER, Capsule, 30 mg may have potentially been mislabeled as the following drug:  LITHIUM CARBONATE ER, Tablet, 450 mg, NDC 00054002025, Pedigree: W003327, EXP: 6/19/2014."
http://example.org/fda/8599071242351272254,hasRecallReason,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.
http://example.org/fda/4760890197892112870,hasRecallType,Class II
http://example.org/fda/4868593575639021811,hasRecallType,Class I
http://example.org/fda/868715377019234251,hasRecallReason,Marketed without an Approved NDA/ANDA; IM and SQ injectable products are being recalled because the manufacturing firm is not registered with the FDA as a drug manufacturer
http://example.org/fda/5632550269913311997,hasRecallReason,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.
http://example.org/fda/1299052528111628195,hasRecallReason,Non Sterility: Microbial contamination
http://example.org/fda/7917913277102164594,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/1390928786270389761,hasRecallType,Class II
http://example.org/fda/207698867015919738,hasRecallType,Class II
http://example.org/fda/8366006662348132839,hasRecallType,Class II
http://example.org/fda/1969904906187256980,hasRecallReason,Lack of assurance of sterility
http://example.org/fda/3176207947426967671,hasRecallReason,Marketed Without An Approved NDA/ANDA: Product is sold over the counter whose labeling includes drug claims to act as an antidote.
http://example.org/fda/1079589632980267272,hasRecallType,Class II
http://example.org/fda/4612132844597846209,hasRecallType,Class II
http://example.org/fda/551409117624238169,hasRecallType,Class II
http://example.org/fda/3860153084416413918,hasRecallReason,Superpotent Drug: Out of specification for assay at the 12-month timepoint.
http://example.org/fda/4604401595944914403,hasRecallReason,Failed Impurities/Degradation Specifications
http://example.org/fda/5532118654308936721,hasRecallType,Class II
http://example.org/fda/1224308298099071637,hasRecallReason,"Failed Impurities/Degradation Specifications: high out of specification results for one of the known degradation products, m-chlorobenzoic acid."
http://example.org/fda/950430504400370474,hasRecallType,Class II
http://example.org/fda/2081649352942348274,hasRecallReason,CGMP Deviations: recalling drug products following an FDA inspection.
http://example.org/fda/5128625117207820061,hasRecallType,Class III
http://example.org/fda/5804915747283553758,hasRecallType,Class II
http://example.org/fda/932411233529475539,hasRecallType,Class II
http://example.org/fda/7610864536928855936,hasRecallReason,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.
http://example.org/fda/83030617995930616,hasRecallType,Class II
http://example.org/fda/7192617236412831821,hasRecallType,Class II
http://example.org/fda/4030193939023709749,hasRecallReason,Failed Dissolution Specifications: low out-of-specification dissolution test results observed.
http://example.org/fda/1551966173709212992,hasRecallType,Class I
http://example.org/fda/524001158104578457,hasRecallType,Class II
http://example.org/fda/2447020681124857802,hasRecallReason,Defective Delivery System
http://example.org/fda/499510870795889777,hasRecallReason,Presence of Foreign Tablets/Capsules: Complaint involving one Women's Prenatal dietary supplement tablet commingled in a bottle of Extra Strength Acetaminophen 500 mg contents 1000 count bottle.
http://example.org/fda/8021671372545143323,hasRecallType,Class II
http://example.org/fda/3261929987364887233,hasRecallType,Class II
http://example.org/fda/8599333852752991943,hasRecallReason,Lack of Assurance of Sterility.
http://example.org/fda/2513335163414514861,hasRecallReason,cGMP Deviations: Products were stored outside the drug label specifications.
http://example.org/fda/2437068810768017052,hasRecallType,Class II
http://example.org/fda/493054932092291667,hasRecallReason,Lack of Assurance of Sterility: There are also CGMP Deviations.
http://example.org/fda/6484594729071229774,hasRecallReason,Lack of sterility assurance.
http://example.org/fda/6967552668902703089,hasRecallType,Class I
http://example.org/fda/5063486099511788002,hasRecallReason,"Labeling: Missing Label-Primary packaging label (i.e. blister card) is blank and contains no product information (e.g. product name, strength, lot number, expiry)."
http://example.org/fda/8672548745410197563,hasRecallReason,Microbial contamination
http://example.org/fda/6443094582852906059,hasRecallType,Class II
http://example.org/fda/4788675635256854447,hasRecallType,Class II
http://example.org/fda/1023978312407414319,hasRecallType,Class II
http://example.org/fda/584125729254737492,hasRecallReason,Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.
http://example.org/fda/1979897119976148954,hasRecallReason,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.
http://example.org/fda/4015576655035492370,hasRecallType,Class II
http://example.org/fda/248158152011171121,hasRecallType,Class I
http://example.org/fda/6658254833523180445,hasRecallReason,CGMP Deviations: recalling drug products following an FDA inspection.
http://example.org/fda/6739715503406538176,hasRecallReason,Failed Impurities/Degradation Specifications-Out of specification (OOS) results for the excipient Amadori Glucose adduct of Paroxetine
http://example.org/fda/5638311776022982389,hasRecallReason,Lack of Assurance of Sterility: Some single-use vials may be filled with water rather than the product solution and the firm cannot guarantee the sterility of the water-filled vials.
http://example.org/fda/2087459445908410549,hasRecallReason,Microbial contamination
http://example.org/fda/8404214759353557102,hasRecallType,Class II
http://example.org/fda/2421440890687676852,hasRecallReason,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes
http://example.org/fda/1897486392564975113,hasRecallReason,Superpotent Drug
http://example.org/fda/3160872010014452108,hasRecallReason,Lack of Assurance of Sterility
http://example.org/fda/6610733891885524320,hasRecallType,Class II
