status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Terminated,Wilsonville,OR,United States,Class II,Drugs,69519,"Oregon Compounding Centers, Inc. dba Creative Compounds",8560 Sw Salish Ln Ste 100,N/A,97070-9625,Voluntary: Firm initiated,Press Release,"Oregon, Washington",D-0200-2015,"HYDROXYPROGESTERONE CAPROATE (SESAME OIL), 250mg/mL, injectable, 5 mL glass vial, RX, Creative Compounds, Wilsonville, OR 97070",520 mL,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,20141006,20141031,20150630,20141112,"Lot #: 20140718@1/5, discard date: 1/14/2015;  Lot #: 20140813@25, discard date: 2/9/2015;  Lot #: 20140903@32, discard date: 3/2/2015.",,,,,,,,,,,,,,,,,,,,,,,"hydroxyprogesterone caproate (sesame oil), 250mg/ml, injectable, 5 ml glass vial, rx, creative compounds, wilsonville, or 97070"
Terminated,Phoenix,AZ,United States,Class II,Drugs,92898,"Central Admixture Pharmacy Services, Inc.",2200 S 43rd Ave,N/A,85043-3909,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1131-2023,"EPINEPHrine added to dextrose 5%, 4mg/250ml (16 mcg/mL), IV Bag, Rx Only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043, NDC: 72196-7018-1.",554 bags,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,20230817,20230828,20250327,20230906,"Lot# 36-262162, 36-262163, Exp 10/5/2023.              ;",,,,,,,,,,,,,,,,,,,,,,,"epinephrine added to dextrose 5%, 4mg/250ml (16 mcg/ml), iv bag, rx only, central admixture pharmacy services, inc., 2200 south 43rd avenue, phoenix, az 85043, ndc: 72196-7018-1."
Terminated,Birmingham,AL,United States,Class II,Drugs,74466,"Medaus, Inc.",6801 Cahaba Valley Rd Ste 116,,35242-9609,Voluntary: Firm initiated,E-Mail,"U.S. Nationwide, Japan, and New Zealand.",D-1224-2016,"M.I.C 25/50/50 W/PRES. (BENZYL ETOH 2%)  METHIONINE 25MG;INOSITOL 50MG;CHOLINE CHL 50/MG/ML, In a) 5ML Vials and b) 10ML Vials, MEDAUS PHARMACY",500 mL in Vials,Lack of Assurance of Sterility,20160513,20160708,20170616,20160720,"a) Lot #: 160107-17, BUD: 07/05/16.  b) Lot #: 160107-17, BUD: 07/05/16.",,,,,,,,,,,,,,,,,,,,,,,"m.i.c 25/50/50 w/pres. (benzyl etoh 2%)  methionine 25mg;inositol 50mg;choline chl 50/mg/ml, in a) 5ml vials and b) 10ml vials, medaus pharmacy"
Terminated,Brewerton,NY,United States,Class I,Drugs,61256,www.vitaminbestbuy.com,6001 McKinley Rd.,N/A,13029,Voluntary: Firm initiated,E-Mail,Nationwide,D-1700-2012,"Japan Weight Loss Blue Capsules, 9 g (300 mg), 30 count box, Green algae lipotropic (fat dissolving) agent, OTC, Distributed by Vitaminbestbuy.com, Brewerton, NY",52 boxes,Marketed Without an Approved ANDA/NDA: presence of sibutramine,20120223,20120926,20181101,20121003,All lots.,,,,,,,,,,,,,,,,,,,,,,,"japan weight loss blue capsules, 9 g (300 mg), 30 count box, green algae lipotropic (fat dissolving) agent, otc, distributed by vitaminbestbuy.com, brewerton, ny"
Terminated,Windsor,CT,United States,Class II,Drugs,93456,"SCA Pharmaceuticals, LLC",755 Rainbow Rd Ste B,N/A,06095-1024,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0417-2024,"PHENYLephrine HCl 5000 mcg/50 mL in 0.9% Sodium Chloride Injection, (Concentration = 100 mcg/mL), 50 mL Syringe, Rx Only, SCA Pharmaceuticals, 755 Rainbow Rd. Windsor, CT 06095, NDC 70004-0810-22, Bar Code 70004081022.","5,948 syringes, expanded 2,102 syringes",Lack of Assurance of Sterility,20231109,20240322,20240827,20240403,"Lot #: 1223045282 Exp 11/24/23; 1223045370 Exp 11/26/23; 1223045624 Exp 12/07/23; 1223045723 Exp 12/10/23; 1223045732 Exp 12/10/23; 1223046128 Exp 12/24/23; 1223046133 Exp 12/24/23; 1223047112 Exp 02/02/24; 1223047232 Exp 2/07/24; 1223047398 Exp 02/15/24; 1223047456 Exp 02/16/24; 1223047569 Exp 02/18/24; 1223047694 Exp 02/24/24; 1223047780 Exp 03/07/24; 1223047859 Exp 03/08/24; 1223048119 Exp 03/20/24; 1223048183 Exp 03/22/24; 1223048837 Exp 04/18/24; 1223048838 Exp 04/18/24; 1223048982 Exp 04/24/24; 1223049144 Exp 05/02/24; 1223049145 Exp 05/02/24; 1223049147 Exp 05/02/24; 1223049821 Exp 05/30/24  Expanded Lot #:  1223048037, Exp 03/16/2024; 1223048047, Exp 03/17/2024; 1223049146, 1223049149, Exp 05/02/2024; 1223049373, Exp 05/10/2024; 1223048909, Exp 04/20/2024; 1223048696, Exp 04/12/2024; 1223050181, Exp 06/12/2024",,,,,,,,,,,,,,,,,,,,,,,"phenylephrine hcl 5000 mcg/50 ml in 0.9% sodium chloride injection, (concentration = 100 mcg/ml), 50 ml syringe, rx only, sca pharmaceuticals, 755 rainbow rd. windsor, ct 06095, ndc 70004-0810-22, bar code 70004081022."
Terminated,Temple Terrace,FL,United States,Class II,Drugs,88394,"BayCare Integrated Service Center, LLC /dba BayCare Central Pharmacy",7802 E Telecom Pkwy,,33637-0928,Voluntary: Firm initiated,E-Mail,FL,D-0702-2021,"Succinylcholine Chloride 100 mg/5 mL (20 mg/mL), 5 mL Syringes, Rx only, For IV Use only, BayCare Central Pharmacy, 7802 E. Telecom Parkway, Temple Terrace, FL 33837",253 syringes,Lack of sterility assurance,20210730,20210804,20211022,20210811,Lot: SUCC10020210624 Exp. 09/22/2021,,,,,,,,,,,,,,,,,,,,,,,"succinylcholine chloride 100 mg/5 ml (20 mg/ml), 5 ml syringes, rx only, for iv use only, baycare central pharmacy, 7802 e. telecom parkway, temple terrace, fl 33837"
Terminated,Chicago,IL,United States,Class II,Drugs,77959,"Bella Pharmaceuticals, Inc.",3101 W Devon Ave,N/A,60659-1407,Voluntary: Firm initiated,Telephone,Nationwide within USA,D-1154-2017,"L-Glutamine 100mg, 30 mL vials, Rx only, Bella Pharma 3101 W. Devon Ave., Chicago, IL 60659, 1 (877) BELLA.",5 vials,Lack of Assurance of Sterility.,20170815,20170912,20180423,20170920,"Lot #: BPLG08517, Exp. 2/5/18",,,,,,,,,,,,,,,,,,,,,,,"l-glutamine 100mg, 30 ml vials, rx only, bella pharma 3101 w. devon ave., chicago, il 60659, 1 (877) bella."
Terminated,Staten Island,NY,United States,Class I,Drugs,76644,A&H Focal Inc.,119 Linwood Ave,,10305-4445,Voluntary: Firm initiated,Press Release,"NY and NJ through six retail stores named ""Asian Food Markets""",D-0563-2018,"Zhonghua Niubian tablets, 2000mg, 6-count bottle, labeling is in foreign language",unknown,"Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.",20170307,20180228,20190614,20180207,All Lots,,,,,,,,,,,,,,,,,,,,,,,"zhonghua niubian tablets, 2000mg, 6-count bottle, labeling is in foreign language"
Terminated,Lake Mary,FL,United States,Class II,Drugs,64957,Axium Healthcare Pharmacy dba Balanced Solutions Compounding,550 Technology Park Ste 1008,,32746-7131,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CO, GA, MI, and Puerto Rico",D-282-2013,"Trimix  Customs Injectable  Balanced Solutions, Compounding Pharmacy a division of Axium Healthcare Pharmacy, Inc., Lake Mary, FL 32746",61 vials (5 mL and 10 mL vials),"Lack of Assurance of Sterility:All sterile products compounded, repackaged, and distributed by this  compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",20130417,20130423,20170419,20130501,ALL Lots,,,,,,,,,,,,,,,,,,,,,,,"trimix  customs injectable  balanced solutions, compounding pharmacy a division of axium healthcare pharmacy, inc., lake mary, fl 32746"
Terminated,Chicago,IL,United States,Class II,Drugs,77959,"Bella Pharmaceuticals, Inc.",3101 W Devon Ave,N/A,60659-1407,Voluntary: Firm initiated,Telephone,Nationwide within USA,D-1152-2017,"Methylcobalamin 10mg, (10mg/ml), 30 mL vials, Rx only, Bella Pharma 3101 W. Devon Ave., Chicago, IL 60659, 1 (877) BELLA.",7 vials,Lack of Assurance of Sterility.,20170815,20170912,20180423,20170920,"Lot #: BPMC30072917, Exp. 1/29/18",,,,,,,,,,,,,,,,,,,,,,,"methylcobalamin 10mg, (10mg/ml), 30 ml vials, rx only, bella pharma 3101 w. devon ave., chicago, il 60659, 1 (877) bella."
Terminated,Ocala,FL,United States,Class II,Drugs,75289,Wells Pharmacy Network LLC,1210 SW 33rd Ave,N/A,34474-2853,Voluntary: Firm initiated,Press Release,Nationwide,D-0337-2017,"Alprostadil 20 mcg/mL Injectable, a) 5 mL  and b) 10 mL vials, Compounded by Wells Pharmacy Network LLC, Ocala FL","a) 24 vials, b) 91 vials",Lack of Assurance of Sterility,20160921,20170104,20210702,20170111,"All lot codes of product prepared between 02/22/2016 and 09/14/2016, within expiry.     a) Known lot code: 03312016@6  b) Known lot code: 04222016@8, 15202016@85, 06302016@4, 08012016@32",,,,,,,,,,,,,,,,,,,,,,,"alprostadil 20 mcg/ml injectable, a) 5 ml  and b) 10 ml vials, compounded by wells pharmacy network llc, ocala fl"
Terminated,Melbourne,FL,United States,Class II,Drugs,83702,"Pacifico National, Inc. dba AmEx Pharmacy",1515 Elizabeth St Ste J,,32901-3000,Voluntary: Firm initiated,Press Release,Continental U.S. and Puerto Rico,D-1849-2019,"Bevacizumab, 2.5 mg/0.1 mL, Norm-Ject Syringe Intravitreal Injection, Single use only, Rx only, Repackaged by AmEx Pharmacy 1515 Elizabeth St. Suite J Melbourne, FL 32901",,Lack of assurance of sterility.,20190830,20190910,20201008,20190918,All lots remaining within expiry.,,,,,,,,,,,,,,,,,,,,,,,"bevacizumab, 2.5 mg/0.1 ml, norm-ject syringe intravitreal injection, single use only, rx only, repackaged by amex pharmacy 1515 elizabeth st. suite j melbourne, fl 32901"
Terminated,Corvallis,OR,United States,Class II,Drugs,82278,Health Solutions Pharmacy Center Inc dba Professional Compounding Pharmacy,996 Nw Circle Blvd Ste 105,N/A,97330-1485,Voluntary: Firm initiated,Telephone,Dispensed in Oregon,D-1110-2019,"PAPAVERINE-PHENTOLAMINE-PGE1 17.44-0.64MG-5.8MCG/ML* INJECTABLE, 5 ml, Professional Compounding Pharmacy, 996 NW Circle Blvd. #105 Corvallis, OR 97330 .","1 prescription, 5ml injection",Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.,20190221,20190409,20200723,20190417,"Lot:13092018@44, distributed between 09-01-2018 to 02-20-2019.",,,,,,,,,,,,,,,,,,,,,,,"papaverine-phentolamine-pge1 17.44-0.64mg-5.8mcg/ml* injectable, 5 ml, professional compounding pharmacy, 996 nw circle blvd. #105 corvallis, or 97330 ."
Terminated,East Windsor,NJ,United States,Class III,Drugs,83436,Aurobindo Pharma USA Inc.,279 Princeton Hightstown Rd,N/A,08520-1401,Voluntary: Firm initiated,Letter,Product was distributed nationwide by three major distributors who may have further distributed the product.,D-1842-2019,"Simvastatin Tablets, USP 40 mg. Rx Only 1000 Count Bottles Manufactured by: Aurolife Pharma LLC Dayton NJ 08810  Manufactured for: Aurobindo Pharma USA, Inc. Dayton, NJ 08810  NDC 65862-053-99","2,352/1000 count bottles",Labeling; Incorrect or Missing Lot and/or Exp Date; some bottles labeled with lot number 05318054B instead of 05318034B,20190729,20190826,20211028,20190904,"05318054B, exp 3/2021",['ANDA077691'],['SIMVASTATIN'],['SIMVASTATIN'],['Aurobindo Pharma Limited'],"['65862-050', '65862-051', '65862-052', '65862-053', '65862-054']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['SIMVASTATIN'],"['198211', '200345', '312961', '312962', '314231']",['7aa9abed-6d40-4370-aeac-4d34e2cf0416'],['4724dbb4-3613-4e6a-948f-a43d34f97f06'],"['65862-050-30', '65862-050-45', '65862-050-90', '65862-050-01', '65862-050-00', '65862-050-99', '65862-050-26', '65862-051-30', '65862-051-45', '65862-051-90', '65862-051-01', '65862-051-00', '65862-051-99', '65862-051-26', '65862-052-30', '65862-052-45', '65862-052-90', '65862-052-01', '65862-052-00', '65862-052-99', '65862-052-26', '65862-053-30', '65862-053-45', '65862-053-90', '65862-053-01', '65862-053-00', '65862-053-99', '65862-053-22', '65862-054-30', '65862-054-45', '65862-054-90', '65862-054-00', '65862-054-99', '65862-054-39']",[True],['AGG2FN16EV'],,,"['N0000175589', 'N0000000121']",['Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]'],['HMG-CoA Reductase Inhibitor [EPC]'],,,,"simvastatin tablets, usp 40 mg. rx only 1000 count bottles manufactured by: aurolife pharma llc dayton nj 08810  manufactured for: aurobindo pharma usa, inc. dayton, nj 08810  ndc 65862-053-99"
Terminated,Brooklyn,NY,United States,Class II,Drugs,83136,"Infusion Options, Inc.",5924 13th Ave,N/A,11219-4934,Voluntary: Firm initiated,Letter,NY only,D-1746-2019,"Adcetris 96 MG/100 ML NS IVPB, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",N/A,Lack of Assurance of Sterility,20190612,20190815,20250321,20190821,All lots within expiry,,,,,,,,,,,,,,,,,,,,,,,"adcetris 96 mg/100 ml ns ivpb, rx only, infusion options, inc. 5924 13the ave, brooklyn, ny 11219-4934, 718-283-7233"
Terminated,Lincoln,NE,United States,Class II,Drugs,65490,Novartis Consumer Health,10401 Hwy 6,,68517-9626,Voluntary: Firm initiated,Letter,"Nationwide, Mexico, Russia, Korea, Panama, China, and Canada.",D-759-2014,"NeoCitran Extra Strength Cold & Flu (acetaminophen 650 mg, phenylephrine hydrochloride 10 mg, pheniramine maleate 20 mg) powder packets, Natural Source Lemon flavor, 10-count single dose pouches per carton, Novartis Consumer Health Canada, Inc., Mississauga , ON, UPC 0 58478 05103 1.    Also packaged under foreign labels:   Theraflu Extra Cold and Flu powder packets, Lemon flavor, 10-count packets per box, UPC 4 607045 191395 (Russia and Former Soviet Union product); Theraflu Nighttime Severe Cold powder packets, Natural Lemon flavor, 6-count packets per carton, Novartis Consumer Health, Inc., Parsippany, NJ 07054-0622, UPC 8 806536 013925 (Korea product);",,Presence of Foreign Substance: The products are being recalled because they may contain foreign substances.,20130618,20140117,20141104,20140129,"Lot #: 10113888, Exp 5/31/2013; 10118944, Exp 6/30/2013; 10120024, Exp 9/30/2013; 10124381, Exp 10/31/2013.    Russia product: 10112623, 10112625, 10112627, 10112629, 10112631, 10112633, Exp 5/31/2013; 10116051, 10116053, 10116055, 10116057, 10116059, 10116061,10117302, 10117304, Exp 7/31/2013; 10119732, 10119735, Exp 9/30/2013; 10124276, 10124281, 10125922, 10126539, 10126540, 10126541, 10126542, 10126543, Exp 10/31/2013;     Korea product: 10112969, Exp 5/31/2013; 10116034, Exp 7/31/2013; 10120027, Exp 9/30/2013.",,,,,,,,,,,,,,,,,,,,,,,"neocitran extra strength cold & flu (acetaminophen 650 mg, phenylephrine hydrochloride 10 mg, pheniramine maleate 20 mg) powder packets, natural source lemon flavor, 10-count single dose pouches per carton, novartis consumer health canada, inc., mississauga , on, upc 0 58478 05103 1.    also packaged under foreign labels:   theraflu extra cold and flu powder packets, lemon flavor, 10-count packets per box, upc 4 607045 191395 (russia and former soviet union product); theraflu nighttime severe cold powder packets, natural lemon flavor, 6-count packets per carton, novartis consumer health, inc., parsippany, nj 07054-0622, upc 8 806536 013925 (korea product);"
Terminated,Monterey Park,CA,United States,Class II,Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1122-2020,"Edema Off, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as  unapproved new drugs,20200324,20200407,20240125,20200415,All lots within expiry,,,,,,,,,,,,,,,,,,,,,,,"edema off, distributed by herbal doctor remedies alhambra, ca 91801-7081 usa, 1(800) 600-0808"
Terminated,La Vergne,TN,United States,Class II,Drugs,92524,The Harvard Drug Group,341 Mason Rd,N/A,37086-3606,Voluntary: Firm initiated,Letter,Nationwide in the U.S.,D-0878-2023,"Tramadol Hydrochloride Tablets, USP 50 mg, Unit Dose 100-Count Tablets Rx only, Manufactured by: Sun Pharmaceutical Industries Ltd. Survey No. 259/15, Dadra-396 191, (U.T. of D & NH), India. Distributed by: Sun Pharmaceutical Industries, Inc. Cranbury, NJ 08512, Distributed by: Major Pharmaceuticals Livonia, MI 48152 USA, NDC 0904-7179-61",3876 cartons,Packaging defect: blister packaging inadequately sealed.,20230616,20230626,20240430,20230705,"Lot #: M04343, Exp. 04/2024",['ANDA075964'],['TRAMADOL HYDROCHLORIDE'],['TRAMADOL HYDROCHLORIDE'],['Major Pharmaceuticals'],['0904-7179'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['TRAMADOL HYDROCHLORIDE'],['835603'],['2d02633f-b13c-4f27-9fda-9048d994b120'],['0742ec44-f8b4-45c5-a36e-2638bdaa2e44'],['0904-7179-61'],,['9N7R477WCK'],,,,,,,['57664-377'],,"tramadol hydrochloride tablets, usp 50 mg, unit dose 100-count tablets rx only, manufactured by: sun pharmaceutical industries ltd. survey no. 259/15, dadra-396 191, (u.t. of d & nh), india. distributed by: sun pharmaceutical industries, inc. cranbury, nj 08512, distributed by: major pharmaceuticals livonia, mi 48152 usa, ndc 0904-7179-61"
Terminated,Erie,PA,United States,Class II,Drugs,91332,Pharmacy Innovations,2936 W 17th St,N/A,16505-3929,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0210-2023,"GLUTATHIONE L REDUCED 100MG/ML (2ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 200MG/ML (1ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 220MG/ML (30ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (1ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (2ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED-PF- 200MG/ML (2ML VIAL) INJECTABLE, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20230126,20240731,20230201,t20221129@68 t20221025@32 t20221025@33 t20221114@27 t20221021@40 t20221116@36,,,,,,,,,,,,,,,,,,,,,,,"glutathione l reduced 100mg/ml (2ml nebvl) inhalation; glutathione l reduced 200mg/ml (1ml nebvl) inhalation; glutathione l reduced 220mg/ml (30ml vial) injectable; glutathione l reduced 500mg/ml (1ml vial) injectable; glutathione l reduced 500mg/ml (2ml vial) injectable; glutathione l reduced-pf- 200mg/ml (2ml vial) injectable, rx only, pharmacy innovations, 2936 w 17th st., erie, pa."
Terminated,Parsippany,NJ,United States,Class II,Drugs,66380,Actavis Inc,400 Interpace Pkwy,,07054-1120,Voluntary: Firm initiated,Letter,Nationwide,D-1060-2014,"Diclofenac Sodium and Misoprostol Delayed-Release Tablets, 75mg/0.2mg, Rx only, Manufactured by Watson Laboratories, Inc., Corona, CA 92880, NDC 0591-0398-60 (60 count bottles)","6,540 bottles",Failed Tablet/Capsule Specifications: Broken tablets,20130322,20140203,20150226,20140212,"Lot 668271A, Exp 11/14 and Lot 684119A Exp 01/2015",['ANDA201089'],['DICLOFENAC SODIUM AND MISOPROSTOL'],['DICLOFENAC SODIUM AND MISOPROSTOL'],"['Actavis Pharma, Inc.']","['0591-0397', '0591-0398']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['DICLOFENAC SODIUM', 'MISOPROSTOL']","['857706', '1359105']",['bcc90920-4159-4c9e-a5d1-c60bdc53ef1c'],['df8b8660-0c24-4848-8bea-c1b935090c66'],"['0591-0397-19', '0591-0397-60', '0591-0398-60']",[True],"['0E43V0BB57', 'QTG126297Q']",,['0305910397609'],"['N0000175785', 'M0017811']",,['Prostaglandin E1 Analog [EPC]'],"['Prostaglandins E, Synthetic [CS]']",,,"diclofenac sodium and misoprostol delayed-release tablets, 75mg/0.2mg, rx only, manufactured by watson laboratories, inc., corona, ca 92880, ndc 0591-0398-60 (60 count bottles)"
Ongoing,Mahwah,NJ,United States,Class II,Drugs,96474,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,N/A,07430-2009,Voluntary: Firm initiated,Letter,U.S. Nationwide,D-0348-2025,"Cetirizine Hydrochloride Tablets, USP, 10mg, 365-count packs, Rx Only, Manufactured for: Glenmark Therapeutics Inc., Distributed by: Amazon. NDC# 72657-129-35",N/A,CGMP Deviations,20250313,20250408,,20250416,"Lot #  17231980, ep.. date Aug-25 Amazon 17232044, ep.. date Aug-25 Walmart  17241436, ep.. date Jul-26 Amazon 17241437, ep.. date Jul-26 Amazon 17241455, ep.. date Jul-26 Amazon 17241456, ep.. date Aug-26 Amazon 17241457, ep.. date Aug-26 Amazon 17241892, ep.. date Oct-26 Amazon 17241893, ep.. date Oct-26 Amazon",['ANDA078427'],['CETIRIZINE HCL'],['CETIRIZINE'],"['GLENMARK THERAPEUTICS INC., USA']","['72657-128', '72657-129', '72657-130', '72657-131']",['HUMAN OTC DRUG'],['ORAL'],['CETIRIZINE HYDROCHLORIDE'],"['1014676', '1014678']",['9b19f466-3796-44b8-a637-092926c275f1'],['04b08c52-5390-4cdb-a9e7-fca81fffdc73'],"['72657-128-30', '72657-128-45', '72657-128-60', '72657-128-70', '72657-128-90', '72657-128-08', '72657-128-14', '72657-128-15', '72657-128-18', '72657-128-24', '72657-128-03', '72657-128-35', '72657-128-04', '72657-128-81', '72657-128-82', '72657-128-84', '72657-128-86', '72657-128-41', '72657-129-30', '72657-129-45', '72657-129-60', '72657-129-70', '72657-129-90', '72657-129-08', '72657-129-14', '72657-129-15', '72657-129-18', '72657-129-24', '72657-129-03', '72657-129-35', '72657-129-04', '72657-129-81', '72657-129-82', '72657-129-84', '72657-129-86', '72657-129-41', '72657-130-05', '72657-131-89']",[True],['64O047KTOA'],,"['0372657128353', '0372657129350']",,,,,,,"cetirizine hydrochloride tablets, usp, 10mg, 365-count packs, rx only, manufactured for: glenmark therapeutics inc., distributed by: amazon. ndc# 72657-129-35"
Terminated,Asheville,NC,United States,Class I,Drugs,80601,King Bio Inc.,3 Westside Dr,N/A,28806-2846,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide, Canada, and Australia.",D-0680-2019,"Dr. King's SafeCare Rx Lonely Mind & Body High Potency Homeopathic Formula for Professional Use Only, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside dr. Asheville, NC 28806 USA,  UPC 357955200024,  NDC 57955-2001-2",53 bottles,Microbial contamination,20180720,20190308,20220119,20190320,Lots: 010518H Exp. 01/20; 040616N Exp. 04/19,,,,,,,,,,,,,,,,,,,,,,,"dr. king's safecare rx lonely mind & body high potency homeopathic formula for professional use only, 2 fl. oz. (59 ml), king bio, inc., 3 westside dr. asheville, nc 28806 usa,  upc 357955200024,  ndc 57955-2001-2"
Terminated,Little Rock,AR,United States,Class II,Drugs,77780,Cantrell Drug Company,7321 Cantrell Rd,N/A,72207-4144,Voluntary: Firm initiated,Letter,Nationwide within the US,D-1074-2017,"Phenylephrine HCL in 0.9% Sodium Chloride 10 mL, 1 mg/10 mL (100 mcg/mL) Single-Dose Syringe, Rx Only, Cantrell Drug Company 7321 Cantrell Rd. Little Rock, AR 72207 877-666-5222, NDC 52533-171-12",46078 syringes,Lack of Sterility Assurance.,20170714,20170809,20200916,20170816,"Lot #: 9556, BUD: 7/26/2017; 9566, BUD: 7/30/2017; 9584, BUD; 8/1/2017; 9613, BUD: 8/6/2017; 9656, BUD: 8/14/2017; 9798, BUD: 9/11/2017; 9812, BUD: 8/31/2017; 9819, BUD: 9/16/2017; 9836, BUD: 9/17/2017; 9944, BUD: 10/3/2017; 10158, 10493, 10565, BUD: 10/30/2017",,,,,,,,,,,,,,,,,,,,,,,"phenylephrine hcl in 0.9% sodium chloride 10 ml, 1 mg/10 ml (100 mcg/ml) single-dose syringe, rx only, cantrell drug company 7321 cantrell rd. little rock, ar 72207 877-666-5222, ndc 52533-171-12"
Terminated,Lynwood,CA,United States,Class III,Drugs,68003,Aaron Industries Inc,11865 Alameda St,,90262-4022,Voluntary: Firm initiated,Telephone,Nationwide,D-1286-2014,"Maximum Strength/Non-Drowsy Tussin DM Adult Maximum Strength, Cough Cold, Dextromethorphan HBr, USP, 10 mg (Cough Suppressant) , Guaifenesin, USP, 200 mg  (Expectorant), 4, 8 fl oz bottles , OTC only, labeled as A) CareOne 8 fl oz bottle, Distributed by American Sales Company, Lancaster, NY 14086, UPC 341520339677, B) Our Family 4 fl oz bottle, Distributed by Nash Finch Company, NFC Brands, MPLS, MN 55435, UPC 070253579523, C) Premier Value 4, 8 fl oz bottle, Distributed by Chain Drug Consortium, LLC., Boca Raton, FL 33431, 4 fl oz UPC 840986024719;  8 fl oz UPC 840986024726, NDC 68016-177-XX,  D) Rexall  4 fl oz bottle, Packaged for Dolencorp, LLC, Goodlettsville, TN 37072, UPC 715256714044, E) Safeway  4 fl oz, Distributed by Safeway INC, Pleasanton, CA 94566-0009, UPC 321130763581; F) Select Brand 4, 8 fl oz, Distributed by Select Brand Distributers, Pine Bluff, AR 71603, 4 fl oz UPC 015127024303; 8 fl oz UPC 015127024310.","108,792 bottles","Presence of Precipitate; white substance confirmed as Guaifenesin, an active ingredient was observed in some bottles.",20140411,20140429,20150213,20140507,"Lot #: 73762, 80030, 82053, 83032, 73768, 76414, 78222, 78441, 140423, 140494, 142396,145460,145959, 73831, 73832, 78440, 79819, 82606, 80969, 140530, 142413, 145461, 74163; Exp 06/14     Lot #:148820, 149396, 149995, 150208, 150422, 150599, 151023, 151071,151337, 148931,151072. ; Exp 08/15",,,,,,,,,,,,,,,,,,,,,,,"maximum strength/non-drowsy tussin dm adult maximum strength, cough cold, dextromethorphan hbr, usp, 10 mg (cough suppressant) , guaifenesin, usp, 200 mg  (expectorant), 4, 8 fl oz bottles , otc only, labeled as a) careone 8 fl oz bottle, distributed by american sales company, lancaster, ny 14086, upc 341520339677, b) our family 4 fl oz bottle, distributed by nash finch company, nfc brands, mpls, mn 55435, upc 070253579523, c) premier value 4, 8 fl oz bottle, distributed by chain drug consortium, llc., boca raton, fl 33431, 4 fl oz upc 840986024719;  8 fl oz upc 840986024726, ndc 68016-177-xx,  d) rexall  4 fl oz bottle, packaged for dolencorp, llc, goodlettsville, tn 37072, upc 715256714044, e) safeway  4 fl oz, distributed by safeway inc, pleasanton, ca 94566-0009, upc 321130763581; f) select brand 4, 8 fl oz, distributed by select brand distributers, pine bluff, ar 71603, 4 fl oz upc 015127024303; 8 fl oz upc 015127024310."
